ENSRNOG00000060990	AABR07000382.1	Gene Expression
ENSRNOG00000058425	AABR07000385.2	Gene Expression
ENSRNOG00000055421	AABR07000385.1	Gene Expression
ENSRNOG00000047746	LOC100909555	Gene Expression
ENSRNOG00000059898	AABR07000410.1	Gene Expression
ENSRNOG00000055789	AABR07000411.1	Gene Expression
ENSRNOG00000055660	AABR07000433.1	Gene Expression
ENSRNOG00000060284	AABR07000436.1	Gene Expression
ENSRNOG00000056019	AC128394.2	Gene Expression
ENSRNOG00000059861	AC128394.3	Gene Expression
ENSRNOG00000056940	Cited2	Gene Expression
ENSRNOG00000060021	Txlnb	Gene Expression
ENSRNOG00000060610	AABR07071848.1	Gene Expression
ENSRNOG00000060972	Heca	Gene Expression
ENSRNOG00000051450	Abracl	Gene Expression
ENSRNOG00000059224	Reps1	Gene Expression
ENSRNOG00000055142	Ect2l	Gene Expression
ENSRNOG00000052189	AABR07000452.1	Gene Expression
ENSRNOG00000053331	AABR07000451.1	Gene Expression
ENSRNOG00000053347	Ccdc28a	Gene Expression
ENSRNOG00000060603	Nhsl1	Gene Expression
ENSRNOG00000053735	Hebp2	Gene Expression
ENSRNOG00000011460	Arfgef3	Gene Expression
ENSRNOG00000025799	RGD1560303	Gene Expression
ENSRNOG00000011994	Perp	Gene Expression
ENSRNOG00000049517	Tnfaip3	Gene Expression
ENSRNOG00000058088	LOC102550206	Gene Expression
ENSRNOG00000054373	AABR07000484.1	Gene Expression
ENSRNOG00000012057	Olig3	Gene Expression
ENSRNOG00000053291	AABR07000493.1	Gene Expression
ENSRNOG00000012074	Ifngr1	Gene Expression
ENSRNOG00000012259	Il22ra2	Gene Expression
ENSRNOG00000012286	Il20ra	Gene Expression
ENSRNOG00000057719	AC136053.1	Gene Expression
ENSRNOG00000012311	Slc35d3	Gene Expression
ENSRNOG00000012322	Pex7	Gene Expression
ENSRNOG00000031700	Map3k5	Gene Expression
ENSRNOG00000012701	Map7	Gene Expression
ENSRNOG00000058050	Bclaf1	Gene Expression
ENSRNOG00000013436	Pde7b	Gene Expression
ENSRNOG00000053617	AABR07000523.1	Gene Expression
ENSRNOG00000013969	Ahi1	Gene Expression
ENSRNOG00000055858	Myb	Gene Expression
ENSRNOG00000014531	Hbs1l	Gene Expression
ENSRNOG00000014907	Aldh8a1	Gene Expression
ENSRNOG00000052464	AABR07000533.1	Gene Expression
ENSRNOG00000048762	AABR07000534.1	Gene Expression
ENSRNOG00000014979	Themis	Gene Expression
ENSRNOG00000055971	AABR07000544.1	Gene Expression
ENSRNOG00000047605	Ptprk	Gene Expression
ENSRNOG00000046617	AABR07000550.1	Gene Expression
ENSRNOG00000028519	RGD1560695	Gene Expression
ENSRNOG00000011134	Lama2	Gene Expression
ENSRNOG00000046438	RGD1560695	Gene Expression
ENSRNOG00000011245	Arhgap18	Gene Expression
ENSRNOG00000030796	AABR07000595.1	Gene Expression
ENSRNOG00000051380	AABR07000611.1	Gene Expression
ENSRNOG00000011720	L3mbtl3	Gene Expression
ENSRNOG00000039955	Samd3	Gene Expression
ENSRNOG00000047783	Tmem200a	Gene Expression
ENSRNOG00000011855	Tmem200a	Gene Expression
ENSRNOG00000026462	RGD1559962	Gene Expression
ENSRNOG00000056218	AABR07000639.1	Gene Expression
ENSRNOG00000047821	Smlr1	Gene Expression
ENSRNOG00000012346	Epb41l2	Gene Expression
ENSRNOG00000013202	Akap7	Gene Expression
ENSRNOG00000053999	AABR07071851.2	Gene Expression
ENSRNOG00000052696	AABR07071851.1	Gene Expression
ENSRNOG00000013304	Arg1	Gene Expression
ENSRNOG00000013422	Med23	Gene Expression
ENSRNOG00000013791	Enpp3	Gene Expression
ENSRNOG00000053913	AC127189.1	Gene Expression
ENSRNOG00000013994	Enpp1	Gene Expression
ENSRNOG00000015036	Ctgf	Gene Expression
ENSRNOG00000015321	Moxd1	Gene Expression
ENSRNOG00000015670	Stx7	Gene Expression
ENSRNOG00000026096	Taar9	Gene Expression
ENSRNOG00000056705	AABR07000663.1	Gene Expression
ENSRNOG00000048934	LOC100910174	Gene Expression
ENSRNOG00000030414	Taar8a	Gene Expression
ENSRNOG00000048072	Taar7h	Gene Expression
ENSRNOG00000052726	AC128759.3	Gene Expression
ENSRNOG00000048265	Taar7g	Gene Expression
ENSRNOG00000046903	Taar7e	Gene Expression
ENSRNOG00000045914	Taar7d	Gene Expression
ENSRNOG00000047825	Taar7c	Gene Expression
ENSRNOG00000046302	Taar7b	Gene Expression
ENSRNOG00000016089	Taar6	Gene Expression
ENSRNOG00000039869	Taar5	Gene Expression
ENSRNOG00000029877	Taar4	Gene Expression
ENSRNOG00000025982	Taar3	Gene Expression
ENSRNOG00000025951	Taar2	Gene Expression
ENSRNOG00000016073	Taar1	Gene Expression
ENSRNOG00000016219	Vnn1	Gene Expression
ENSRNOG00000039865	Vnn3	Gene Expression
ENSRNOG00000016371	Slc18b1	Gene Expression
ENSRNOG00000060376	AABR07000670.1	Gene Expression
ENSRNOG00000016411	LOC100360573	Gene Expression
ENSRNOG00000016627	Eya4	Gene Expression
ENSRNOG00000048248	AABR07000699.1	Gene Expression
ENSRNOG00000016700	Tcf21	Gene Expression
ENSRNOG00000011114	Tbpl1	Gene Expression
ENSRNOG00000011161	Slc2a12	Gene Expression
ENSRNOG00000051597	AABR07000714.1	Gene Expression
ENSRNOG00000057722	AABR07000714.2	Gene Expression
ENSRNOG00000011815	Sgk1	Gene Expression
ENSRNOG00000059251	1700020N01Rik	Gene Expression
ENSRNOG00000061761	AABR07000723.3	Gene Expression
ENSRNOG00000056881	AABR07000723.1	Gene Expression
ENSRNOG00000055637	AABR07000725.1	Gene Expression
ENSRNOG00000058047	AABR07000733.1	Gene Expression
ENSRNOG00000052999	AABR07000738.1	Gene Expression
ENSRNOG00000048976	LOC367485	Gene Expression
ENSRNOG00000048796	LOC681380	Gene Expression
ENSRNOG00000054246	AABR07000747.1	Gene Expression
ENSRNOG00000012122	Clvs2	Gene Expression
ENSRNOG00000012609	Trdn	Gene Expression
ENSRNOG00000029608	Nkain2	Gene Expression
ENSRNOG00000056670	AABR07000902.1	Gene Expression
ENSRNOG00000013323	Rnf217	Gene Expression
ENSRNOG00000021478	Tpd52l1	Gene Expression
ENSRNOG00000021442	Hddc2	Gene Expression
ENSRNOG00000013364	Hey2	Gene Expression
ENSRNOG00000014004	Ncoa7	Gene Expression
ENSRNOG00000014190	Hint3	Gene Expression
ENSRNOG00000014240	Trmt11	Gene Expression
ENSRNOG00000042944	Cenpw	Gene Expression
ENSRNOG00000061372	AABR07000968.2	Gene Expression
ENSRNOG00000056484	AABR07000978.1	Gene Expression
ENSRNOG00000011568	Rspo3	Gene Expression
ENSRNOG00000011588	Rnf146	Gene Expression
ENSRNOG00000011622	Echdc1	Gene Expression
ENSRNOG00000054753	AABR07000986.1	Gene Expression
ENSRNOG00000042309	RGD1310049	Gene Expression
ENSRNOG00000012324	Soga3	Gene Expression
ENSRNOG00000061741	Gm9996	Gene Expression
ENSRNOG00000023407	Mrpl36	Gene Expression
ENSRNOG00000023387	LOC100912599	Gene Expression
ENSRNOG00000012581	RGD1311933	Gene Expression
ENSRNOG00000039788	AC094217.1	Gene Expression
ENSRNOG00000039783	Rpl26-ps2	Gene Expression
ENSRNOG00000028357	Lrrc14b	Gene Expression
ENSRNOG00000012775	Ccdc127	Gene Expression
ENSRNOG00000013331	Sdha	Gene Expression
ENSRNOG00000014485	Pdcd6	Gene Expression
ENSRNOG00000014721	Ahrr	Gene Expression
ENSRNOG00000039776	Exoc3	Gene Expression
ENSRNOG00000015159	Slc9a3	Gene Expression
ENSRNOG00000015465	Cep72	Gene Expression
ENSRNOG00000028261	Tppp	Gene Expression
ENSRNOG00000039743	Zdhhc11	Gene Expression
ENSRNOG00000060926	AABR07001001.1	Gene Expression
ENSRNOG00000015676	Brd9	Gene Expression
ENSRNOG00000015810	Trip13	Gene Expression
ENSRNOG00000016103	Nkd2	Gene Expression
ENSRNOG00000016372	Slc12a7	Gene Expression
ENSRNOG00000056712	AC142421.1	Gene Expression
ENSRNOG00000026501	Slc6a19	Gene Expression
ENSRNOG00000016253	Slc6a18	Gene Expression
ENSRNOG00000061518	AC142421.2	Gene Expression
ENSRNOG00000025327	Tert	Gene Expression
ENSRNOG00000016923	Clptm1l	Gene Expression
ENSRNOG00000017302	Slc6a3	Gene Expression
ENSRNOG00000017930	Lpcat1	Gene Expression
ENSRNOG00000053180	AABR07001003.1	Gene Expression
ENSRNOG00000047971	Mrpl36	Gene Expression
ENSRNOG00000049394	LOC679739	Gene Expression
ENSRNOG00000012720	Irx4	Gene Expression
ENSRNOG00000060323	AABR07001006.1	Gene Expression
ENSRNOG00000057164	AABR07001010.1	Gene Expression
ENSRNOG00000012742	Irx2	Gene Expression
ENSRNOG00000058487	AABR07001018.5	Gene Expression
ENSRNOG00000055826	AABR07001018.3	Gene Expression
ENSRNOG00000053323	AABR07001018.1	Gene Expression
ENSRNOG00000056842	AABR07001018.4	Gene Expression
ENSRNOG00000033609	Irx1	Gene Expression
ENSRNOG00000054020	AABR07001018.2	Gene Expression
ENSRNOG00000054169	AABR07001019.1	Gene Expression
ENSRNOG00000057928	AABR07001025.1	Gene Expression
ENSRNOG00000016812	Adamts16	Gene Expression
ENSRNOG00000023053	Ice1	Gene Expression
ENSRNOG00000055337	AABR07001054.1	Gene Expression
ENSRNOG00000057357	AABR07001054.2	Gene Expression
ENSRNOG00000017150	Med10	Gene Expression
ENSRNOG00000034075	Ube2ql1	Gene Expression
ENSRNOG00000017254	Nsun2	Gene Expression
ENSRNOG00000017601	Srd5a1	Gene Expression
ENSRNOG00000017613	Papd7	Gene Expression
ENSRNOG00000055880	AABR07001061.1	Gene Expression
ENSRNOG00000058077	AABR07001068.1	Gene Expression
ENSRNOG00000032150	Adcy2	Gene Expression
ENSRNOG00000047406	RGD1308544	Gene Expression
ENSRNOG00000027422	Fastkd3	Gene Expression
ENSRNOG00000017826	Mtrr	Gene Expression
ENSRNOG00000042308	LOC680200	Gene Expression
ENSRNOG00000051377	Zfp874b	Gene Expression
ENSRNOG00000017963	AABR07001099.1	Gene Expression
ENSRNOG00000049259	LOC102549842	Gene Expression
ENSRNOG00000016462	Zfp87	Gene Expression
ENSRNOG00000056694	ENSRNOG00000056694	Gene Expression
ENSRNOG00000049881	LOC100365136	Gene Expression
ENSRNOG00000047145	Zfp729a	Gene Expression
ENSRNOG00000046353	LOC501406	Gene Expression
ENSRNOG00000054466	AABR07001207.1	Gene Expression
ENSRNOG00000057057	AABR07001210.1	Gene Expression
ENSRNOG00000053328	AABR07001233.1	Gene Expression
ENSRNOG00000023081	AABR07001348.1	Gene Expression
ENSRNOG00000016368	Ppp1r14c	Gene Expression
ENSRNOG00000016286	Iyd	Gene Expression
ENSRNOG00000053056	AABR07001358.1	Gene Expression
ENSRNOG00000016011	Plekhg1	Gene Expression
ENSRNOG00000019582	Mthfd1l	Gene Expression
ENSRNOG00000019549	Akap12	Gene Expression
ENSRNOG00000019544	Zbtb2	Gene Expression
ENSRNOG00000019501	Rmnd1	Gene Expression
ENSRNOG00000019489	Armt1	Gene Expression
ENSRNOG00000024280	Ccdc170	Gene Expression
ENSRNOG00000019358	Esr1	Gene Expression
ENSRNOG00000055166	Rn60_1_0430.2	Gene Expression
ENSRNOG00000018858	Myct1	Gene Expression
ENSRNOG00000053113	Rn60_1_0435.2	Gene Expression
ENSRNOG00000018808	Vip	Gene Expression
ENSRNOG00000054156	AABR07001392.1	Gene Expression
ENSRNOG00000024077	Fbxo5	Gene Expression
ENSRNOG00000018773	Mtrf1l	Gene Expression
ENSRNOG00000018690	Rgs17	Gene Expression
ENSRNOG00000033265	AABR07001408.1	Gene Expression
ENSRNOG00000059050	ENSRNOG00000059050	Gene Expression
ENSRNOG00000060413	AABR07001416.3	Gene Expression
ENSRNOG00000018191	Oprm1	Gene Expression
ENSRNOG00000059866	Rn60_1_0436.1	Gene Expression
ENSRNOG00000018163	Ipcef1	Gene Expression
ENSRNOG00000018052	Cnksr3	Gene Expression
ENSRNOG00000016919	Scaf8	Gene Expression
ENSRNOG00000057561	AABR07001444.1	Gene Expression
ENSRNOG00000016728	Tiam2	Gene Expression
ENSRNOG00000056223	Tfb1m	Gene Expression
ENSRNOG00000023531	Cldn20	Gene Expression
ENSRNOG00000016490	Nox3	Gene Expression
ENSRNOG00000059546	AABR07001448.1	Gene Expression
ENSRNOG00000054504	AABR07001452.1	Gene Expression
ENSRNOG00000053507	AABR07001455.1	Gene Expression
ENSRNOG00000053052	AABR07001464.1	Gene Expression
ENSRNOG00000017030	Arid1b	Gene Expression
ENSRNOG00000016973	RGD1307262	Gene Expression
ENSRNOG00000029049	Zdhhc14	Gene Expression
ENSRNOG00000058103	AABR07001477.1	Gene Expression
ENSRNOG00000046874	Snx9	Gene Expression
ENSRNOG00000017114	Synj2	Gene Expression
ENSRNOG00000017889	Serac1	Gene Expression
ENSRNOG00000018007	Gtf2h5	Gene Expression
ENSRNOG00000018012	Tulp4	Gene Expression
ENSRNOG00000018158	Tmem181	Gene Expression
ENSRNOG00000018207	Dynlt1	Gene Expression
ENSRNOG00000018321	Sytl3	Gene Expression
ENSRNOG00000018524	Ezr	Gene Expression
ENSRNOG00000018762	Rsph3	Gene Expression
ENSRNOG00000018915	Tagap	Gene Expression
ENSRNOG00000058258	AABR07001493.1	Gene Expression
ENSRNOG00000030210	Fndc1	Gene Expression
ENSRNOG00000058069	AABR07001497.2	Gene Expression
ENSRNOG00000019048	Sod2	Gene Expression
ENSRNOG00000019091	Wtap	Gene Expression
ENSRNOG00000019189	Acat2	Gene Expression
ENSRNOG00000013975	RGD1562948	Gene Expression
ENSRNOG00000014160	Tcp1	Gene Expression
ENSRNOG00000014582	Mrpl18	Gene Expression
ENSRNOG00000023140	Pnldc1	Gene Expression
ENSRNOG00000014965	Mrgprh	Gene Expression
ENSRNOG00000014971	Mas1	Gene Expression
ENSRNOG00000014997	Igf2r	Gene Expression
ENSRNOG00000056441	AC114389.2	Gene Expression
ENSRNOG00000016337	Slc22a1	Gene Expression
ENSRNOG00000016625	Slc22a2	Gene Expression
ENSRNOG00000053944	AC114389.1	Gene Expression
ENSRNOG00000022946	Slc22a3	Gene Expression
ENSRNOG00000017223	Plg	Gene Expression
ENSRNOG00000017412	AABR07001512.1	Gene Expression
ENSRNOG00000017419	Map3k4	Gene Expression
ENSRNOG00000055981	AABR07001516.1	Gene Expression
ENSRNOG00000017731	Agpat4	Gene Expression
ENSRNOG00000054620	AC135026.1	Gene Expression
ENSRNOG00000055141	AABR07001518.1	Gene Expression
ENSRNOG00000055547	AABR07001519.1	Gene Expression
ENSRNOG00000048297	Qk	Gene Expression
ENSRNOG00000060475	AABR07001555.1	Gene Expression
ENSRNOG00000017367	Pabpc6	Gene Expression
ENSRNOG00000011243	MGC94891	Gene Expression
ENSRNOG00000011310	Pde10a	Gene Expression
ENSRNOG00000012229	T	Gene Expression
ENSRNOG00000024172	T2	Gene Expression
ENSRNOG00000024149	Prr18	Gene Expression
ENSRNOG00000024140	Sft2d1	Gene Expression
ENSRNOG00000012415	Mpc1	Gene Expression
ENSRNOG00000012964	Ccr6	Gene Expression
ENSRNOG00000055093	Fgfr1op	Gene Expression
ENSRNOG00000013190	Rnaset2	Gene Expression
ENSRNOG00000057484	AABR07001573.1	Gene Expression
ENSRNOG00000013194	Rps6ka2	Gene Expression
ENSRNOG00000039255	Gpr31	Gene Expression
ENSRNOG00000013374	Tcp10b	Gene Expression
ENSRNOG00000033901	Ttll2	Gene Expression
ENSRNOG00000047027	Unc93a	Gene Expression
ENSRNOG00000023753	Mllt4	Gene Expression
ENSRNOG00000051938	AABR07001591.1	Gene Expression
ENSRNOG00000058564	Tcte2	Gene Expression
ENSRNOG00000054756	AABR07001592.1	Gene Expression
ENSRNOG00000059551	AABR07001592.3	Gene Expression
ENSRNOG00000051553	AABR07001594.1	Gene Expression
ENSRNOG00000059913	AABR07001599.1	Gene Expression
ENSRNOG00000055136	AABR07001610.1	Gene Expression
ENSRNOG00000053004	AABR07001619.1	Gene Expression
ENSRNOG00000061719	AABR07001623.1	Gene Expression
ENSRNOG00000060438	AABR07001634.1	Gene Expression
ENSRNOG00000055577	AABR07001640.1	Gene Expression
ENSRNOG00000046250	LOC100911027	Gene Expression
ENSRNOG00000052093	AABR07001657.1	Gene Expression
ENSRNOG00000054056	AABR07001662.1	Gene Expression
ENSRNOG00000030145	LOC685793	Gene Expression
ENSRNOG00000055830	AABR07001700.1	Gene Expression
ENSRNOG00000052700	AABR07001699.1	Gene Expression
ENSRNOG00000059261	AABR07001700.2	Gene Expression
ENSRNOG00000054834	AABR07001734.1	Gene Expression
ENSRNOG00000013671	Vom2r9	Gene Expression
ENSRNOG00000022921	Dact2	Gene Expression
ENSRNOG00000014166	Smoc2	Gene Expression
ENSRNOG00000061057	AABR07001762.1	Gene Expression
ENSRNOG00000010529	Thbs2	Gene Expression
ENSRNOG00000058989	AABR07001764.1	Gene Expression
ENSRNOG00000015609	Wdr27	Gene Expression
ENSRNOG00000015597	LOC100125364	Gene Expression
ENSRNOG00000061312	Phf10	Gene Expression
ENSRNOG00000015293	Tcte3	Gene Expression
ENSRNOG00000015230	Ermard	Gene Expression
ENSRNOG00000059984	Dll1	Gene Expression
ENSRNOG00000058790	Fam120b	Gene Expression
ENSRNOG00000001488	Psmb1	Gene Expression
ENSRNOG00000001489	Tbp	Gene Expression
ENSRNOG00000001490	Pdcd2	Gene Expression
ENSRNOG00000021493	Prdm9	Gene Expression
ENSRNOG00000056729	AABR07001780.1	Gene Expression
ENSRNOG00000014434	Chd1	Gene Expression
ENSRNOG00000048190	Rgmb	Gene Expression
ENSRNOG00000052286	AABR07001799.1	Gene Expression
ENSRNOG00000012692	Riok2	Gene Expression
ENSRNOG00000012988	Lix1	Gene Expression
ENSRNOG00000047387	Lnpep	Gene Expression
ENSRNOG00000039076	LOC688452	Gene Expression
ENSRNOG00000010994	Has1	Gene Expression
ENSRNOG00000011174	Fpr1	Gene Expression
ENSRNOG00000042605	Fpr3	Gene Expression
ENSRNOG00000045732	Fpr-rs3	Gene Expression
ENSRNOG00000052154	Vom1r6	Gene Expression
ENSRNOG00000061043	Vom1r7	Gene Expression
ENSRNOG00000011234	AC091336.1	Gene Expression
ENSRNOG00000051757	Vom1r8	Gene Expression
ENSRNOG00000054409	Vom1r9	Gene Expression
ENSRNOG00000052260	Vom1r14	Gene Expression
ENSRNOG00000060271	LOC103690997	Gene Expression
ENSRNOG00000055538	Vom1r12	Gene Expression
ENSRNOG00000056833	Vom1r11	Gene Expression
ENSRNOG00000047498	LOC681990	Gene Expression
ENSRNOG00000011282	Ppp2r1a	Gene Expression
ENSRNOG00000050623	Vom1r-ps112	Gene Expression
ENSRNOG00000059492	ENSRNOG00000059492	Gene Expression
ENSRNOG00000032996	Vom1r19	Gene Expression
ENSRNOG00000028807	Vom1r20	Gene Expression
ENSRNOG00000052406	Zfp677	Gene Expression
ENSRNOG00000051578	Zfp54	Gene Expression
ENSRNOG00000042347	Zfp53	Gene Expression
ENSRNOG00000042826	Zfp52	Gene Expression
ENSRNOG00000058436	AABR07001899.1	Gene Expression
ENSRNOG00000043341	Zfp51	Gene Expression
ENSRNOG00000042547	RGD1565566	Gene Expression
ENSRNOG00000025949	Vom1r22	Gene Expression
ENSRNOG00000047128	Vom1r23	Gene Expression
ENSRNOG00000058030	Zfp229	Gene Expression
ENSRNOG00000057250	AABR07001905.1	Gene Expression
ENSRNOG00000051570	AABR07001910.1	Gene Expression
ENSRNOG00000047884	AABR07001923.1	Gene Expression
ENSRNOG00000026569	LOC102555377	Gene Expression
ENSRNOG00000028767	ENSRNOG00000028767	Gene Expression
ENSRNOG00000051875	AABR07001926.2	Gene Expression
ENSRNOG00000061533	Zfp945	Gene Expression
ENSRNOG00000059824	AABR07001929.1	Gene Expression
ENSRNOG00000055124	AABR07001942.1	Gene Expression
ENSRNOG00000011675	Zfp40	Gene Expression
ENSRNOG00000029458	Vom2r15	Gene Expression
ENSRNOG00000058286	LOC682419	Gene Expression
ENSRNOG00000054736	Vom2r16	Gene Expression
ENSRNOG00000047616	LOC100911044	Gene Expression
ENSRNOG00000060529	Vom1r110	Gene Expression
ENSRNOG00000053825	LOC103691019	Gene Expression
ENSRNOG00000054778	AC098462.1	Gene Expression
ENSRNOG00000056653	Vom1r109	Gene Expression
ENSRNOG00000055843	AC098462.2	Gene Expression
ENSRNOG00000058214	AC098462.3	Gene Expression
ENSRNOG00000057219	Vom1r30	Gene Expression
ENSRNOG00000055529	AABR07071874.1	Gene Expression
ENSRNOG00000009146	Vom2r26	Gene Expression
ENSRNOG00000058087	AC115145.1	Gene Expression
ENSRNOG00000054954	Lilrb3	Gene Expression
ENSRNOG00000053260	Lilrb3l	Gene Expression
ENSRNOG00000058538	AABR07002001.1	Gene Expression
ENSRNOG00000058909	LOC103689992	Gene Expression
ENSRNOG00000055179	Tsen34	Gene Expression
ENSRNOG00000052600	LOC103689982	Gene Expression
ENSRNOG00000059741	Tmc4	Gene Expression
ENSRNOG00000058422	AABR07071870.1	Gene Expression
ENSRNOG00000059572	Tsen34	Gene Expression
ENSRNOG00000054459	Mboat7	Gene Expression
ENSRNOG00000061893	Leng1	Gene Expression
ENSRNOG00000053234	Cnot3	Gene Expression
ENSRNOG00000061039	Prpf31	Gene Expression
ENSRNOG00000056098	Tfpt	Gene Expression
ENSRNOG00000060293	AC103574.4	Gene Expression
ENSRNOG00000055716	Oscar	Gene Expression
ENSRNOG00000055796	AC103574.2	Gene Expression
ENSRNOG00000055581	Tarm1	Gene Expression
ENSRNOG00000057852	Cacng6	Gene Expression
ENSRNOG00000057848	Cacng8	Gene Expression
ENSRNOG00000056257	Cacng7	Gene Expression
ENSRNOG00000054371	Prkcg	Gene Expression
ENSRNOG00000053450	Myadm	Gene Expression
ENSRNOG00000053124	Olr1l	Gene Expression
ENSRNOG00000055798	LOC103689958	Gene Expression
ENSRNOG00000056884	Olr386	Gene Expression
ENSRNOG00000060745	Nlrp12	Gene Expression
ENSRNOG00000054438	LOC292543	Gene Expression
ENSRNOG00000048635	Vom2r27	Gene Expression
ENSRNOG00000056036	AABR07002008.1	Gene Expression
ENSRNOG00000056327	AABR07002010.1	Gene Expression
ENSRNOG00000057050	Vom2r12	Gene Expression
ENSRNOG00000055298	Vom2r80	Gene Expression
ENSRNOG00000054417	AABR07002025.1	Gene Expression
ENSRNOG00000048100	AABR07002044.1	Gene Expression
ENSRNOG00000046198	Vom2r19	Gene Expression
ENSRNOG00000027550	Mzf1	Gene Expression
ENSRNOG00000027514	Ube2m	Gene Expression
ENSRNOG00000043328	Chmp2a	Gene Expression
ENSRNOG00000027487	Trim28	Gene Expression
ENSRNOG00000027459	Zbtb45	Gene Expression
ENSRNOG00000019626	Slc27a5	Gene Expression
ENSRNOG00000060429	ENSRNOG00000060429	Gene Expression
ENSRNOG00000019623	LOC102552463	Gene Expression
ENSRNOG00000027436	Zfp324	Gene Expression
ENSRNOG00000051968	AABR07002066.1	Gene Expression
ENSRNOG00000038445	Rnf225	Gene Expression
ENSRNOG00000019453	Rps5	Gene Expression
ENSRNOG00000031113	Zscan22	Gene Expression
ENSRNOG00000031459	LOC102553002	Gene Expression
ENSRNOG00000031328	Zfp110	Gene Expression
ENSRNOG00000045583	AABR07002068.1	Gene Expression
ENSRNOG00000019376	Zfp329	Gene Expression
ENSRNOG00000026861	Zscan18	Gene Expression
ENSRNOG00000050831	Vom2r35	Gene Expression
ENSRNOG00000047703	Vom2r33	Gene Expression
ENSRNOG00000019280	LOC682846	Gene Expression
ENSRNOG00000019127	Zfp606	Gene Expression
ENSRNOG00000048663	AABR07002093.1	Gene Expression
ENSRNOG00000049902	Vom1r53	Gene Expression
ENSRNOG00000055247	AABR07002119.1	Gene Expression
ENSRNOG00000060288	AABR07002120.1	Gene Expression
ENSRNOG00000033061	Vom1r56	Gene Expression
ENSRNOG00000057670	Vom1r57	Gene Expression
ENSRNOG00000049529	LOC100364634	Gene Expression
ENSRNOG00000047370	Vom1r51	Gene Expression
ENSRNOG00000047230	Zfp551	Gene Expression
ENSRNOG00000031210	Vom1r48	Gene Expression
ENSRNOG00000032062	LOC100911426	Gene Expression
ENSRNOG00000034101	Vom1r47	Gene Expression
ENSRNOG00000032817	Vom1r46	Gene Expression
ENSRNOG00000047429	Vmn1r80	Gene Expression
ENSRNOG00000028882	Vom1r45	Gene Expression
ENSRNOG00000052304	AC096201.1	Gene Expression
ENSRNOG00000033483	Vom1r44	Gene Expression
ENSRNOG00000032226	Vom1r43	Gene Expression
ENSRNOG00000059074	AC096201.2	Gene Expression
ENSRNOG00000028877	Vom1r42	Gene Expression
ENSRNOG00000031178	LOC100362054	Gene Expression
ENSRNOG00000019082	Sbk1	Gene Expression
ENSRNOG00000050887	Vom1r49	Gene Expression
ENSRNOG00000029852	Vom1r41	Gene Expression
ENSRNOG00000002628	LOC100910563	Gene Expression
